sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,400,13417,0.37275,0.00010932,0.56993,0.10146,0.0000745323,0.0001603447,0.0002813411
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,450,12595,0.35268,0.00011764,0.54498,0.1472,0.0000793966,0.0001743043,0.0003198362
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,500,11773,0.3326,0.00012596,0.52004,0.19295,0.0000849401,0.0001867895,0.0003591829
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,550,10951,0.31253,0.00013428,0.4951,0.23869,0.0000913159,0.0001974588,0.0003988261
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,600,10129,0.29245,0.0001426,0.47015,0.28443,0.0000987264,0.0002059708,0.0004380959
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,650,9307.4,0.27238,0.00015092,0.44521,0.33017,0.0001074414,0.0002119932,0.0004761646
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,700,8485.5,0.25231,0.00015924,0.42026,0.37591,0.0001178481,0.00021517,0.0005119926
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,750,7663.6,0.23223,0.00016756,0.39532,0.42165,0.000130487,0.0002151659,0.000544283
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,800,6841.8,0.21216,0.00017588,0.37038,0.46739,0.0001461604,0.0002116427,0.0005714204
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,850,6019.9,0.19208,0.0001842,0.34543,0.51313,0.0001661157,0.000204253,0.0005913008
